frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
5198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05199.jpg,1936,1216,1,0.271474,548.526,528.614,1079.417,1176.023,0.736464,1,0.281224,593.932,528.379,1080.601,817.109,0.589227,1,0.281224,593.932,528.379,1080.601,817.109,0.589227,0,0,,,,,11.936,11.571,11.877
5199,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05200.jpg,1936,1216,1,0.326879,0.132,525.158,1098.437,1216.000,0.452984,1,0.279946,57.506,529.307,1081.968,1201.888,0.203144,1,0.279946,57.506,529.307,1081.968,1201.888,0.203144,0,0,,,,,12.655,12.415,12.144
5200,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05201.jpg,1936,1216,1,0.309089,0.000,525.170,1147.748,1216.000,0.956905,1,0.233870,0.000,525.036,1147.606,1216.000,0.868945,1,0.233870,0.000,525.036,1147.606,1216.000,0.868945,0,0,,,,,12.025,11.751,11.898
5201,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05202.jpg,1936,1216,1,0.220053,0.000,525.745,1176.948,1216.000,0.974398,1,0.165224,0.000,525.592,1177.216,1216.000,0.974083,1,0.165224,0.000,525.592,1177.216,1216.000,0.974083,0,0,,,,,13.069,12.369,12.072
5202,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05203.jpg,1936,1216,1,0.385189,0.000,524.480,1665.647,1216.000,0.705308,1,0.242441,0.000,524.402,1665.598,1216.000,0.705568,1,0.242441,0.000,524.402,1665.598,1216.000,0.705568,0,0,,,,,11.761,11.594,11.910
5203,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05204.jpg,1936,1216,1,0.385189,0.000,524.480,1665.647,1216.000,1.000000,1,0.242441,0.000,524.402,1665.598,1216.000,1.000000,1,0.242441,0.000,524.402,1665.598,1216.000,1.000000,0,0,,,,,12.514,12.274,11.949
5204,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05205.jpg,1936,1216,1,0.407915,0.000,524.789,1617.517,1216.000,0.970670,1,0.268162,0.000,524.697,1617.390,1216.000,0.970643,1,0.268162,0.000,524.697,1617.390,1216.000,0.970643,0,0,,,,,12.290,11.668,11.824
5205,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05206.jpg,1936,1216,1,0.335134,0.000,525.888,1238.720,1216.000,0.764598,1,0.312000,497.810,533.622,1087.841,1210.327,0.357101,1,0.312000,497.810,533.622,1087.841,1210.327,0.357101,0,0,,,,,12.695,12.238,12.139
5206,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05207.jpg,1936,1216,1,0.378995,0.000,524.769,1311.199,1216.000,0.943194,1,0.294345,0.000,530.611,1122.474,1216.000,0.518993,1,0.294345,0.000,530.611,1122.474,1216.000,0.518993,0,0,,,,,12.055,11.693,11.932
5207,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05208.jpg,1936,1216,1,0.378995,0.000,524.769,1311.199,1216.000,1.000000,1,0.294345,0.000,530.611,1122.474,1216.000,1.000000,1,0.294345,0.000,530.611,1122.474,1216.000,1.000000,0,0,,,,,12.582,12.269,12.047
5208,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05209.jpg,1936,1216,1,0.303299,4.768,522.469,1354.891,1213.115,0.957164,1,0.211372,4.745,522.495,1354.912,1213.172,0.812528,1,0.211372,4.745,522.495,1354.912,1213.172,0.812528,0,0,,,,,12.006,12.476,12.495
5209,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05210.jpg,1936,1216,1,0.264737,0.000,525.697,1208.594,1216.000,0.881082,1,0.189181,0.000,525.558,1208.842,1216.000,0.881542,1,0.189181,0.000,525.558,1208.842,1216.000,0.881542,0,0,,,,,13.167,13.182,12.433
5210,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05211.jpg,1936,1216,1,0.355308,0.000,526.891,1494.706,1216.000,0.807453,1,0.242627,0.000,526.767,1494.050,1216.000,0.807958,1,0.242627,0.000,526.767,1494.050,1216.000,0.807958,0,0,,,,,12.072,11.808,12.010
5211,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05212.jpg,1936,1216,1,0.278258,0.000,526.132,1633.201,1216.000,0.914193,1,0.196503,0.000,526.029,1633.127,1216.000,0.913861,1,0.196503,0.000,526.029,1633.127,1216.000,0.913861,0,0,,,,,12.643,12.359,11.901
5212,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05213.jpg,1936,1216,1,0.374681,0.000,529.299,1382.804,1216.000,0.842797,1,0.287994,12.702,534.472,1134.415,1216.000,0.678444,1,0.287994,12.702,534.472,1134.415,1216.000,0.678444,0,0,,,,,12.132,12.042,12.020
5213,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05214.jpg,1936,1216,1,0.376729,0.000,528.407,1622.801,1216.000,0.851005,1,0.273593,0.000,528.280,1622.810,1216.000,0.684993,1,0.273593,0.000,528.280,1622.810,1216.000,0.684993,0,0,,,,,12.974,12.806,12.648
5214,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05215.jpg,1936,1216,1,0.392310,7.760,524.889,1726.582,1216.000,0.930657,1,0.243544,0.000,523.371,1678.836,1216.000,0.959778,1,0.243544,0.000,523.371,1678.836,1216.000,0.959778,0,0,,,,,12.238,11.920,11.985
5215,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05216.jpg,1936,1216,1,0.423951,0.000,520.485,1678.406,1216.000,0.961646,1,0.277465,0.000,520.382,1678.355,1216.000,0.995419,1,0.277465,0.000,520.382,1678.355,1216.000,0.995419,0,0,,,,,12.887,12.976,12.295
5216,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05217.jpg,1936,1216,1,0.377233,0.000,520.774,1652.079,1216.000,0.983905,1,0.257652,0.000,520.657,1651.987,1216.000,0.983901,1,0.257652,0.000,520.657,1651.987,1216.000,0.983901,0,0,,,,,12.133,12.023,12.490
5217,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05218.jpg,1936,1216,1,0.377233,0.000,520.774,1652.079,1216.000,1.000000,1,0.257652,0.000,520.657,1651.987,1216.000,1.000000,1,0.257652,0.000,520.657,1651.987,1216.000,1.000000,0,0,,,,,12.831,12.790,12.722
5218,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05219.jpg,1936,1216,1,0.247897,0.000,78.957,1356.743,1216.000,0.539613,1,0.164460,0.000,0.000,1418.172,1216.000,0.522563,1,0.164460,0.000,0.000,1418.172,1216.000,0.522563,0,0,,,,,12.074,11.810,11.955
5219,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05220.jpg,1936,1216,1,0.206490,0.000,334.732,1249.352,1216.000,0.713704,1,0.166162,0.000,334.263,1249.399,1216.000,0.638819,1,0.166162,0.000,334.263,1249.399,1216.000,0.638819,0,0,,,,,12.607,12.402,12.134
5220,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05221.jpg,1936,1216,1,0.206490,0.000,334.732,1249.352,1216.000,1.000000,1,0.166162,0.000,334.263,1249.399,1216.000,1.000000,1,0.166162,0.000,334.263,1249.399,1216.000,1.000000,0,0,,,,,11.997,11.635,12.090
5221,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05222.jpg,1936,1216,1,0.363018,0.000,315.949,1222.625,1216.000,0.958614,1,0.288907,0.000,315.478,1222.525,1216.000,0.958510,1,0.288907,0.000,315.478,1222.525,1216.000,0.958510,0,0,,,,,12.887,12.436,12.564
5222,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05223.jpg,1936,1216,1,0.363018,0.000,315.949,1222.625,1216.000,1.000000,1,0.288907,0.000,315.478,1222.525,1216.000,1.000000,1,0.288907,0.000,315.478,1222.525,1216.000,1.000000,0,0,,,,,12.989,11.914,12.070
5223,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05224.jpg,1936,1216,1,0.154543,0.000,211.345,1263.395,1216.000,0.866971,1,0.117416,0.000,210.738,1263.583,1216.000,0.866701,1,0.117416,0.000,210.738,1263.583,1216.000,0.866701,0,0,,,,,12.841,12.486,12.573
5224,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05225.jpg,1936,1216,1,0.152425,339.429,5.478,1936.000,1212.484,0.407259,1,0.085996,339.541,5.509,1936.000,1212.644,0.407561,1,0.085996,339.541,5.509,1936.000,1212.644,0.407561,0,0,,,,,12.151,12.544,12.682
5225,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05226.jpg,1936,1216,1,0.152425,339.429,5.478,1936.000,1212.484,1.000000,1,0.085996,339.541,5.509,1936.000,1212.644,1.000000,1,0.085996,339.541,5.509,1936.000,1212.644,1.000000,0,0,,,,,12.296,12.083,11.903
5226,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05227.jpg,1936,1216,1,0.203325,749.904,694.282,942.763,1127.173,0.043323,1,0.232232,750.101,694.339,942.641,1129.083,0.043435,1,0.232232,750.101,694.339,942.641,1129.083,0.043435,0,0,,,,,11.946,11.644,11.819
5227,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05228.jpg,1936,1216,1,0.144735,763.279,497.768,1084.037,986.852,0.279534,1,0.174887,764.944,497.843,1082.278,792.527,0.109204,1,0.174887,764.944,497.843,1082.278,792.527,0.109204,0,0,,,,,13.110,12.609,12.497
5228,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05229.jpg,1936,1216,1,0.234070,0.000,463.100,1336.453,1216.000,0.155909,1,0.162817,0.000,462.792,1337.565,1216.000,0.092820,1,0.162817,0.000,462.792,1337.565,1216.000,0.092820,0,0,,,,,12.378,12.115,12.204
5229,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05230.jpg,1936,1216,1,0.136038,452.261,0.000,1936.000,1216.000,0.310392,1,0.080775,545.356,495.678,1096.284,920.167,0.232130,1,0.080775,545.356,495.678,1096.284,920.167,0.232130,0,0,,,,,12.571,12.221,11.951
5230,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05231.jpg,1936,1216,1,0.155874,561.819,498.631,1098.945,807.550,0.091967,1,0.179518,563.529,499.373,1099.548,813.578,0.712653,1,0.179518,563.529,499.373,1099.548,813.578,0.712653,0,0,,,,,11.840,11.606,11.790
5231,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05232.jpg,1936,1216,1,0.178361,0.000,448.786,1394.641,1216.000,0.155075,1,0.164338,555.821,500.315,1121.345,887.564,0.764975,1,0.164338,555.821,500.315,1121.345,887.564,0.764975,0,0,,,,,12.569,12.256,12.018
5232,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05233.jpg,1936,1216,1,0.178361,0.000,448.786,1394.641,1216.000,1.000000,1,0.164338,555.821,500.315,1121.345,887.564,1.000000,1,0.164338,555.821,500.315,1121.345,887.564,1.000000,0,0,,,,,11.842,11.666,11.857
5233,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05234.jpg,1936,1216,1,0.206446,675.682,496.711,1116.260,764.604,0.110308,1,0.254502,684.847,497.481,1116.068,777.949,0.543644,1,0.254502,684.847,497.481,1116.068,777.949,0.543644,0,0,,,,,12.749,12.590,12.142
5234,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05235.jpg,1936,1216,1,0.143794,480.207,0.000,1936.000,1216.000,0.066673,1,0.074058,480.306,0.000,1936.000,1216.000,0.068325,1,0.074058,480.306,0.000,1936.000,1216.000,0.068325,0,0,,,,,12.079,11.770,12.107
5235,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05236.jpg,1936,1216,1,0.143794,480.207,0.000,1936.000,1216.000,1.000000,1,0.074058,480.306,0.000,1936.000,1216.000,1.000000,1,0.074058,480.306,0.000,1936.000,1216.000,1.000000,0,0,,,,,12.611,12.458,12.241
5236,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05237.jpg,1936,1216,1,0.214866,1859.069,223.679,1936.000,364.671,0.006127,1,0.233488,1859.067,223.891,1936.000,364.416,0.006108,1,0.233488,1859.067,223.891,1936.000,364.416,0.006108,0,0,,,,,12.627,12.056,12.242
5237,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05238.jpg,1936,1216,1,0.317830,522.759,517.084,1131.266,1214.853,0.000000,1,0.315446,562.297,517.956,1125.594,1039.235,0.000000,1,0.315446,562.297,517.956,1125.594,1039.235,0.000000,0,0,,,,,12.899,12.447,12.249
5238,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05239.jpg,1936,1216,1,0.214001,0.000,511.025,1618.548,1214.264,0.372602,1,0.164068,0.000,510.772,1618.325,1214.250,0.257923,1,0.164068,0.000,510.772,1618.325,1214.250,0.257923,0,0,,,,,12.436,13.394,13.489
5239,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05240.jpg,1936,1216,1,0.218017,0.000,511.060,1660.179,1213.216,0.973459,1,0.150936,0.000,510.840,1660.087,1213.212,0.973350,1,0.150936,0.000,510.840,1660.087,1213.212,0.973350,0,0,,,,,12.828,12.560,12.487
5240,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05241.jpg,1936,1216,1,0.218148,0.000,510.506,1676.470,1215.417,0.986413,1,0.150562,0.000,510.330,1676.339,1215.440,0.986460,1,0.150562,0.000,510.330,1676.339,1215.440,0.986460,0,0,,,,,12.197,11.885,12.059
5241,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05242.jpg,1936,1216,1,0.265278,0.000,478.008,1426.716,1216.000,0.818341,1,0.181533,0.000,478.212,1426.727,1216.000,0.818800,1,0.181533,0.000,478.212,1426.727,1216.000,0.818800,0,0,,,,,12.937,12.624,12.386
5242,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05243.jpg,1936,1216,1,0.265278,0.000,478.008,1426.716,1216.000,1.000000,1,0.181533,0.000,478.212,1426.727,1216.000,1.000000,1,0.181533,0.000,478.212,1426.727,1216.000,1.000000,0,0,,,,,12.244,11.876,12.174
5243,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05244.jpg,1936,1216,1,0.178910,435.718,515.422,1272.067,1216.000,0.556486,1,0.150162,437.379,516.676,1274.134,1216.000,0.555910,1,0.150162,437.379,516.676,1274.134,1216.000,0.555910,0,0,,,,,13.568,12.749,12.472
5244,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05245.jpg,1936,1216,1,0.224904,439.011,0.000,1936.000,1216.000,0.320205,1,0.174796,455.744,518.843,1211.146,1216.000,0.899979,1,0.174796,455.744,518.843,1211.146,1216.000,0.899979,0,0,,,,,13.580,12.779,12.209
5245,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05246.jpg,1936,1216,1,0.368724,556.177,517.796,1131.813,1216.000,0.220789,1,0.346834,557.607,519.353,1131.808,1216.000,0.759568,1,0.346834,557.607,519.353,1131.808,1216.000,0.759568,0,0,,,,,12.686,12.262,12.031
5246,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05247.jpg,1936,1216,1,0.227599,120.887,497.419,1878.865,1216.000,0.318157,1,0.115968,120.932,497.407,1878.828,1216.000,0.316665,1,0.115968,120.932,497.407,1878.828,1216.000,0.316665,0,0,,,,,12.015,11.573,11.949
5247,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05248.jpg,1936,1216,1,0.227599,120.887,497.419,1878.865,1216.000,1.000000,1,0.115968,120.932,497.407,1878.828,1216.000,1.000000,1,0.115968,120.932,497.407,1878.828,1216.000,1.000000,0,0,,,,,12.530,12.234,12.221
5248,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05249.jpg,1936,1216,1,0.226218,0.000,507.956,1185.698,1216.000,0.558948,1,0.174347,193.337,515.462,1144.336,1216.000,0.527395,1,0.174347,193.337,515.462,1144.336,1216.000,0.527395,0,0,,,,,12.104,11.837,11.898
5249,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05250.jpg,1936,1216,1,0.247579,0.000,336.269,1536.119,1216.000,0.621241,1,0.151672,0.000,336.076,1536.031,1216.000,0.492909,1,0.151672,0.000,336.076,1536.031,1216.000,0.492909,0,0,,,,,12.740,13.224,12.314
5250,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05251.jpg,1936,1216,1,0.247579,0.000,336.269,1536.119,1216.000,1.000000,1,0.151672,0.000,336.076,1536.031,1216.000,1.000000,1,0.151672,0.000,336.076,1536.031,1216.000,1.000000,0,0,,,,,12.203,11.803,12.054
5251,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05252.jpg,1936,1216,1,0.129596,123.082,507.584,1882.719,1216.000,0.626848,1,0.079814,0.000,360.084,1569.178,1216.000,0.952718,1,0.079814,0.000,360.084,1569.178,1216.000,0.952718,0,0,,,,,12.909,12.606,12.272
5252,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05253.jpg,1936,1216,1,0.155887,0.000,367.784,1562.249,1216.000,0.656849,1,0.106711,0.000,367.522,1562.161,1216.000,0.986877,1,0.106711,0.000,367.522,1562.161,1216.000,0.986877,0,0,,,,,12.181,11.844,11.969
5253,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05254.jpg,1936,1216,1,0.137209,49.773,487.255,1807.859,1216.000,0.732797,1,0.086363,581.197,894.667,1935.429,1216.000,0.218082,1,0.086363,581.197,894.667,1935.429,1216.000,0.218082,0,0,,,,,12.760,12.267,12.249
5254,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05255.jpg,1936,1216,1,0.151202,53.837,504.452,1804.292,1216.000,0.972164,1,0.121957,635.674,884.595,1934.777,1216.000,0.931289,1,0.121957,635.674,884.595,1934.777,1216.000,0.931289,0,0,,,,,12.067,11.813,11.836
5255,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05256.jpg,1936,1216,1,0.297995,112.429,492.598,1875.659,1216.000,0.913929,1,0.164595,112.449,492.454,1875.617,1216.000,0.317232,1,0.164595,112.449,492.454,1875.617,1216.000,0.317232,0,0,,,,,12.918,12.480,12.489
5256,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05257.jpg,1936,1216,1,0.297995,112.429,492.598,1875.659,1216.000,1.000000,1,0.164595,112.449,492.454,1875.617,1216.000,1.000000,1,0.164595,112.449,492.454,1875.617,1216.000,1.000000,0,0,,,,,13.057,11.885,11.997
5257,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05258.jpg,1936,1216,1,0.075672,0.000,363.850,1555.678,1216.000,0.670489,1,0.053887,30.394,515.708,1667.581,1216.000,0.816868,1,0.053887,30.394,515.708,1667.581,1216.000,0.816868,0,0,,,,,12.969,12.570,12.154
5258,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05259.jpg,1936,1216,1,0.075672,0.000,363.850,1555.678,1216.000,1.000000,1,0.053887,30.394,515.708,1667.581,1216.000,1.000000,1,0.053887,30.394,515.708,1667.581,1216.000,1.000000,0,0,,,,,11.938,11.795,11.920
5259,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05260.jpg,1936,1216,1,0.175174,502.257,0.000,1936.000,1216.000,0.413402,1,0.119923,0.000,395.501,1538.491,1216.000,0.780722,1,0.119923,0.000,395.501,1538.491,1216.000,0.780722,0,0,,,,,12.720,12.497,12.071
5260,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05261.jpg,1936,1216,1,0.120791,0.000,368.443,1340.163,1216.000,0.327401,1,0.094509,0.000,368.318,1339.679,1216.000,0.846359,1,0.094509,0.000,368.318,1339.679,1216.000,0.846359,0,0,,,,,12.210,12.056,12.131
5261,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05262.jpg,1936,1216,1,0.146532,0.000,244.114,1412.509,1216.000,0.827409,1,0.103942,0.000,243.930,1412.449,1216.000,0.827111,1,0.103942,0.000,243.930,1412.449,1216.000,0.827111,0,0,,,,,12.675,12.486,12.262
5262,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05263.jpg,1936,1216,1,0.146532,0.000,244.114,1412.509,1216.000,1.000000,1,0.103942,0.000,243.930,1412.449,1216.000,1.000000,1,0.103942,0.000,243.930,1412.449,1216.000,1.000000,0,0,,,,,12.218,11.897,12.050
5263,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05264.jpg,1936,1216,1,0.148717,709.449,951.964,1936.000,1216.000,0.122853,1,0.154083,709.329,952.677,1936.000,1216.000,0.122544,1,0.154083,709.329,952.677,1936.000,1216.000,0.122544,0,0,,,,,13.320,12.610,12.331
5264,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05265.jpg,1936,1216,1,0.168768,4.964,363.692,1310.043,1216.000,0.124122,1,0.128055,4.939,363.431,1310.256,1216.000,0.123851,1,0.128055,4.939,363.431,1310.256,1216.000,0.123851,0,0,,,,,12.373,11.990,12.335
5265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05266.jpg,1936,1216,1,0.128505,713.654,958.081,1936.000,1216.000,0.120759,1,0.135366,713.498,958.605,1936.000,1216.000,0.120573,1,0.135366,713.498,958.605,1936.000,1216.000,0.120573,0,0,,,,,12.904,12.549,12.487
5266,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05267.jpg,1936,1216,1,0.238852,0.000,397.639,1565.988,1216.000,0.159649,1,0.158905,0.000,397.282,1565.922,1216.000,0.159304,1,0.158905,0.000,397.282,1565.922,1216.000,0.159304,0,0,,,,,12.027,11.886,12.078
5267,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05268.jpg,1936,1216,1,0.238852,0.000,397.639,1565.988,1216.000,1.000000,1,0.158905,0.000,397.282,1565.922,1216.000,1.000000,1,0.158905,0.000,397.282,1565.922,1216.000,1.000000,0,0,,,,,12.765,12.473,12.141
5268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05269.jpg,1936,1216,1,0.249630,3.654,329.540,1186.935,1216.000,0.710913,1,0.204651,3.644,329.160,1187.011,1216.000,0.710994,1,0.204651,3.644,329.160,1187.011,1216.000,0.710994,0,0,,,,,12.190,12.051,12.104
5269,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05270.jpg,1936,1216,1,0.208504,0.000,322.532,1160.606,1216.000,0.967261,1,0.178941,0.000,322.135,1160.777,1216.000,0.967336,1,0.178941,0.000,322.135,1160.777,1216.000,0.967336,0,0,,,,,12.788,12.489,12.417
5270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05271.jpg,1936,1216,1,0.273186,3.335,438.516,1152.093,1216.000,0.861303,1,0.251760,3.351,438.204,1152.169,1216.000,0.861184,1,0.251760,3.351,438.204,1152.169,1216.000,0.861184,0,0,,,,,12.403,11.840,12.118
5271,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05272.jpg,1936,1216,1,0.067655,226.896,518.951,1130.424,1202.224,0.691219,1,0.059877,226.015,520.452,1130.458,1166.502,0.653928,1,0.059877,226.015,520.452,1130.458,1166.502,0.653928,0,0,,,,,13.293,12.883,12.658
5272,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05273.jpg,1936,1216,1,0.320305,540.632,518.358,1118.589,737.198,0.204205,1,0.361089,542.960,519.413,1118.635,739.332,0.215423,1,0.361089,542.960,519.413,1118.635,739.332,0.215423,0,0,,,,,12.459,12.218,12.324
5273,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05274.jpg,1936,1216,1,0.460205,0.000,460.653,1197.385,1216.000,0.139843,1,0.460614,3.496,437.976,1156.702,1216.000,0.141104,1,0.460614,3.496,437.976,1156.702,1216.000,0.141104,0,0,,,,,13.039,12.686,12.293
5274,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05275.jpg,1936,1216,1,0.201593,0.000,0.600,1479.193,1216.000,0.503079,1,0.153061,0.000,0.823,1479.074,1216.000,0.499196,1,0.153061,0.000,0.823,1479.074,1216.000,0.499196,0,0,,,,,12.398,11.910,11.982
5275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05276.jpg,1936,1216,1,0.241795,1.981,0.000,1134.687,1216.000,0.765470,1,0.228745,0.000,33.378,1146.356,1216.000,0.754286,1,0.228745,0.000,33.378,1146.356,1216.000,0.754286,0,0,,,,,12.870,12.421,12.150
5276,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05277.jpg,1936,1216,1,0.248565,0.000,178.771,1154.735,1216.000,0.839065,1,0.215840,0.000,22.986,1137.946,1216.000,0.984080,1,0.215840,0.000,22.986,1137.946,1216.000,0.984080,0,0,,,,,12.260,11.946,12.109
5277,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05278.jpg,1936,1216,1,0.163391,548.233,511.773,1194.774,1216.000,0.348403,1,0.143477,554.794,513.039,1195.230,1216.000,0.293259,1,0.143477,554.794,513.039,1195.230,1216.000,0.293259,0,0,,,,,12.735,12.341,12.082
5278,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05279.jpg,1936,1216,1,0.035983,329.161,320.203,1936.000,1216.000,0.316320,1,0.032814,769.377,483.273,1168.656,1216.000,0.607414,1,0.032814,769.377,483.273,1168.656,1216.000,0.607414,0,0,,,,,12.130,11.965,11.954
5279,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05280.jpg,1936,1216,1,0.197910,5.939,4.340,1233.401,1216.000,0.382687,1,0.201085,5.941,4.326,1233.836,1216.000,0.196640,1,0.201085,5.941,4.326,1233.836,1216.000,0.196640,0,0,,,,,12.853,12.608,12.398
5280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05281.jpg,1936,1216,1,0.470725,0.000,1.653,1123.876,1216.000,0.904557,1,0.480063,0.000,1.651,1123.874,1216.000,0.904244,1,0.480063,0.000,1.651,1123.874,1216.000,0.904244,0,0,,,,,12.101,11.961,11.974
5281,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05282.jpg,1936,1216,1,0.276732,2.358,0.000,1230.696,1216.000,0.910052,1,0.244259,2.408,0.000,1230.402,1216.000,0.910228,1,0.244259,2.408,0.000,1230.402,1216.000,0.910228,0,0,,,,,12.852,12.463,12.285
5282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05283.jpg,1936,1216,1,0.332349,2.472,0.000,1415.182,1216.000,0.869340,1,0.280212,2.493,0.000,1415.395,1216.000,0.869017,1,0.280212,2.493,0.000,1415.395,1216.000,0.869017,0,0,,,,,12.143,12.180,12.620
5283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05284.jpg,1936,1216,1,0.332349,2.472,0.000,1415.182,1216.000,1.000000,1,0.280212,2.493,0.000,1415.395,1216.000,1.000000,1,0.280212,2.493,0.000,1415.395,1216.000,1.000000,0,0,,,,,12.803,12.632,12.304
5284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05285.jpg,1936,1216,1,0.206143,0.000,397.365,1693.145,1216.000,0.593857,1,0.139748,0.000,397.037,1693.098,1216.000,0.594136,1,0.139748,0.000,397.037,1693.098,1216.000,0.594136,0,0,,,,,12.346,12.165,12.357
